CustomerID,Recency,Frequency,Monetary,PC1,PC2,segmento
12442,3,1,172.06,-0.3394309527379714,-2.324317734605873,Loyal Customers
12444,21,5,5005.46,1.5996585348846923,0.4026648648933018,At Risk
12445,22,1,133.4,-1.1278033410528816,-1.307269543118826,Loyal Customers
12446,58,1,1002.3100000000001,-0.5338474485610624,0.021257103910792982,Lost
12447,243,1,476.49,-1.428664337346446,0.6512179653105089,Lost
12448,44,1,449.45,-0.8103544198260223,-0.44179050246956864,Loyal Customers
12449,22,4,4067.29,1.3192815271962923,0.2853087780054343,At Risk
12450,156,2,197.88,-1.309026030231883,0.20886061306810433,Lost
12451,11,5,9035.52,2.1115082383980788,0.23318795643448864,Champions
12452,17,2,430.57,-0.11377034645295803,-0.8825105303049672,Loyal Customers
12453,134,1,707.09,-1.0155110406896333,0.41928442090454715,Lost
12454,56,1,3528.34,0.07620289948679951,0.456941150938981,At Risk
12455,73,6,2466.86,0.9399048317485653,0.9736466254075836,At Risk
12456,44,3,3181.04,0.7443739523670816,0.5357198558764442,At Risk
12457,66,7,2363.23,1.078308069051668,0.9463459463658823,At Risk
12458,71,2,947.4,-0.26987584818829435,0.2828287127331983,At Risk
12461,94,2,826.88,-0.44029630546153764,0.40914496003847,At Risk
12462,19,2,1189.59,0.32751501333506844,-0.4465689002691524,Loyal Customers
12463,53,4,1344.78,0.46819396418035475,0.4240151158294418,At Risk
12464,10,8,1212.05,1.5585976688727647,-0.3966769717174261,Champions
12465,17,2,742.1899999999999,0.1441496142812017,-0.6847950380164756,Loyal Customers
12468,188,2,729.5400000000001,-0.7625009627628181,0.7997618680133276,Lost
12471,2,30,19824.05,4.4995722250785635,0.27106954467448324,Champions
12472,32,7,6572.11,1.834146672102373,0.8693121746310407,Champions
12473,29,5,3938.5499999999997,1.3674144447169874,0.5121256645555676,At Risk
12474,17,18,7375.79,2.902949677325859,0.8593412864503203,Champions
12475,54,1,723.38,-0.6615977368516811,-0.14174817337857729,Lost
12476,16,11,6816.42,2.471692094598073,0.6178460505291188,Champions
12477,23,6,13219.74,2.166650085616496,0.8703008874935548,Champions
12478,4,1,680.99,0.22606734460190298,-1.6839799985748234,Loyal Customers
12479,11,1,527.2,-0.22972797106263265,-1.2218787030000897,Loyal Customers
12480,28,4,3281.63,1.128881260709772,0.35421758167726386,At Risk
12481,23,10,5596.32,2.167639489588156,0.7313137318374735,Champions
12483,17,8,2484.98,1.7109056460531038,0.17657298264834004,Champions
12484,33,6,4541.72,1.5266290062743775,0.7025334982199634,At Risk
12488,10,3,1298.66,0.8577822931788802,-0.6831809444239358,Loyal Customers
12489,336,1,334.93,-1.7189215240374751,0.728034759552599,Lost
12490,5,10,5417.93,2.681998202496145,-0.159396863579497,Champions
12491,39,1,460.40000000000003,-0.7539498528407044,-0.5077293959100448,Loyal Customers
12492,63,2,263.21000000000004,-0.8313391422208981,-0.2567534301970266,Lost
12493,166,2,433.74,-0.9615130051933833,0.5324925310829164,Lost
12494,16,7,1246.1000000000001,1.2988483685871992,-0.1558664310045773,At Risk
12497,82,1,1043.1,-0.645355137130374,0.25214406415462753,Lost
12498,21,3,403.70000000000005,0.039272870500858224,-0.6681283269109046,Loyal Customers
12500,23,11,4257.82,2.116658915749402,0.6653308588881366,Champions
12501,337,1,2169.39,-0.8346864946529879,1.4086154148262358,Lost
12502,96,5,3723.87,0.8924029082599233,1.23576475191648,At Risk
12504,18,2,482.04999999999995,-0.08095492214077185,-0.8072381303663315,Loyal Customers
12506,233,1,73.5,-2.2942375010223137,-0.051100046997136536,Lost
12507,134,3,1304.81,-0.09809349441589128,0.9082470013710978,At Risk
12508,26,2,398.27,-0.305620963876073,-0.6537385914715598,Loyal Customers
12509,284,1,176.5,-1.9576017124504814,0.38971935623709875,Lost
12510,143,2,982.5699999999999,-0.5174612130786799,0.7355385430633975,At Risk
12512,66,2,138.03,-1.1535208430280255,-0.4612679829659414,Lost
12513,113,1,612.29,-1.0191102663773473,0.25980240414054306,Lost
12514,267,1,1017.68,-1.1049500390965836,0.9863338586569921,Lost
12515,353,1,383.7,-1.6733987177657916,0.808549704005753,Lost
12516,78,2,1312.06,-0.15094476971169432,0.46000126088576077,At Risk
12517,28,5,2502.84,1.1652903727874406,0.3257574455794727,At Risk
12518,1,5,2056.89,2.094054658121679,-1.4410378718766321,Champions
12519,64,1,340.84,-1.0817949590492741,-0.30901322957065597,Lost
12520,79,5,2634.26,0.8018184302367991,0.9877187299071213,At Risk
12521,143,1,599.68,-1.11823753402465,0.40035973799527447,Lost
12522,39,2,192.72,-0.7990045812562077,-0.6676297754704772,Loyal Customers
12523,19,11,1789.77,1.7752160525118474,0.2345882256272154,Champions
12524,9,8,4485.72,2.2157010534667743,0.018696890325890624,Champions
12526,1,3,1316.66,1.515725107795392,-1.7590095003822095,Loyal Customers
12527,82,3,348.71000000000004,-0.5374051962748287,0.12058745083220178,Lost
12528,9,6,1933.48,1.5891520424420669,-0.38389926130582924,Champions
12530,60,4,1662.28,0.5221324680876237,0.5783471860060639,At Risk
12531,15,1,125.22,-1.0189283799999682,-1.5601986682487434,Loyal Customers
12532,30,1,349.83000000000004,-0.7865559928490873,-0.7689933074349917,Loyal Customers
12534,131,1,1089.18,-0.8021493359981531,0.5620116833436011,Lost
12535,92,2,716.35,-0.5001686808344631,0.3435253920502603,Lost
12536,43,3,12601.830000000002,1.406110044422801,1.022160580720389,At Risk
12538,29,1,363.95,-0.755301936569425,-0.7754287353419929,Loyal Customers
12539,22,4,5568.35,1.4683117470145461,0.3995519067394627,At Risk
12540,20,17,13400.24,3.078439596345366,1.1534722264965551,Champions
12541,30,3,981.18,0.3289632065683343,-0.128170569410348,At Risk
12544,36,1,372.7,-0.8241968861985086,-0.6338445089505442,Loyal Customers
12545,75,2,1000.39,-0.26473645735229717,0.3368853038303558,At Risk
12546,47,2,1161.5,-0.018347796512093503,0.09980411837936214,At Risk
12547,198,2,207.79999999999998,-1.3765125808483087,0.37686551413593516,Lost
12548,166,1,95.19999999999999,-2.044033140184124,-0.17197996912875804,Lost
12550,79,1,964.83,-0.6682648568172074,0.2004578053289056,Lost
12551,358,1,168.0,-2.0690936502724644,0.5182198142201103,Lost
12552,39,2,437.82,-0.4109893287267354,-0.3701862334858362,Loyal Customers
12553,8,10,3692.28,2.345133826603288,-0.041789126860719325,Champions
12556,50,2,603.71,-0.35165944940159866,-0.09950976287976596,Loyal Customers
12557,16,5,11990.960000000001,2.1126891937006436,0.5569512558881049,Champions
12558,8,1,269.96,-0.4365529378796689,-1.6470888148286527,Loyal Customers
12559,311,2,561.71,-1.0779030065001827,1.0226143176818896,Lost
12560,5,3,2134.01,1.3249420301600405,-0.8869161503333383,Loyal Customers
12561,303,1,238.85,-1.8394077181099506,0.540147223060901,Lost
12562,8,7,3781.7400000000002,2.0684281012771017,-0.15544522992463786,Champions
12564,261,1,456.9,-1.4757414963297615,0.6811055544992004,Lost
12565,289,1,145.92,-2.0539735401997667,0.3319639682001855,Lost
12566,86,1,351.65,-1.1784166437533226,-0.1128600211222315,Lost
12567,23,10,9401.28,2.4137636092806534,0.9199868044858934,Champions
12569,2,32,4124.69,3.811243119611863,-0.2759178308916838,Champions
12571,40,2,519.61,-0.33932123638333717,-0.29235865610522654,Loyal Customers
12572,9,2,1020.42,0.5196544774053764,-0.9417822791607583,Loyal Customers
12573,227,1,160.54000000000002,-1.917044050827615,0.2139701380532526,Lost
12574,316,1,218.45,-1.8975896218169526,0.534360902126195,Lost
12576,36,5,1315.83,0.7672628345629738,0.2464607898373514,At Risk
12577,35,3,657.8,0.08231682751182007,-0.17863764994156564,At Risk
12578,21,2,2794.51,0.6961415725643678,-0.07564184856852273,At Risk
12579,78,1,440.42,-1.0350145522346237,-0.09234377690961895,Lost
12580,247,1,415.7,-1.4994983186245576,0.6119907310571141,Lost
12581,40,1,197.71,-1.163142197377264,-0.798518337115886,Lost
12582,239,2,511.36,-1.022130171315762,0.8221736104599353,Lost
12583,3,15,7281.38,3.3161227505411737,-0.1649802342358518,Champions
12584,4,9,2338.15,2.2667905249781977,-0.6172177213897087,Champions
12585,234,2,2040.1,-0.3581757466663604,1.3116305940713715,At Risk
12586,17,1,196.94000000000003,-0.8504245544243408,-1.3218501891816858,Loyal Customers
12587,8,1,144.0,-0.7332497040838154,-1.8745297117002184,Loyal Customers
12588,39,1,214.89999999999998,-1.1143351044503773,-0.7839924165490726,Lost
12589,29,2,646.68,-0.11632087562699052,-0.410963057886585,Loyal Customers
12590,211,2,9864.26,0.4288258423902585,1.819454157163401,At Risk
12591,317,1,452.84999999999997,-1.5539762696254265,0.8006864573690804,Lost
12592,92,2,437.6,-0.7336282945558861,0.16456063753873068,Lost
12593,109,3,418.09999999999997,-0.5591316745318958,0.3649944583535474,Lost
12594,38,10,3338.2200000000003,1.7369968650563865,0.8512276919286399,Champions
12596,51,2,618.27,-0.3477891617659344,-0.07854356724828089,Loyal Customers
12597,19,4,3811.22,1.3418371491080356,0.17304902468871225,At Risk
12598,10,8,3023.08,1.992070280394657,-0.06438686692415979,Champions
12599,29,7,1032.58,0.9926972283830725,0.135930006598565,At Risk
12600,29,10,2599.04,1.7185176110199751,0.5938670459320465,Champions
12601,190,5,577.0600000000001,-0.2506160279745375,0.987609814122973,At Risk
12602,59,1,153.12,-1.4292287171612117,-0.649542399589082,Lost
12603,22,1,739.1999999999999,-0.31819998575000663,-0.6866462865996876,Loyal Customers
12604,79,2,254.18,-0.9331083802396384,-0.12792759447034105,Lost
12607,60,1,1579.51,-0.33093699361980344,0.2077043053290877,At Risk
12609,78,3,1126.85,0.03713163418346103,0.5152302098637096,At Risk
12610,23,5,2099.54,1.1542602132935815,0.14188676170248396,At Risk
12611,52,1,1193.32,-0.4101686560668674,0.016656672671855874,At Risk
12612,74,1,704.0400000000001,-0.7929553130667817,0.04504990066381391,Lost
12613,57,5,3344.38,1.0379246675862468,0.870624893841006,At Risk
12614,278,1,315.6,-1.6748730236302782,0.5867298610540064,Lost
12615,2,4,2291.19,1.825364098908214,-1.2147991383584862,Champions
12616,95,2,713.3,-0.5143223527901425,0.36210452434953355,Lost
12617,29,1,355.53,-0.7663785073516288,-0.7839197789930463,Loyal Customers
12618,22,1,177.31,-0.9936509205943488,-1.2044313921779222,Loyal Customers
12619,16,9,3641.24,2.009292576457561,0.31975176794156884,Champions
12620,15,3,1339.41,0.729255240985298,-0.4343899787388287,At Risk
12621,2,20,13689.67,3.971587105210667,-0.013256220374882777,Champions
12622,232,1,180.1,-1.8710956082592396,0.2693010138037291,Lost
12623,276,1,305.1,-1.6881287272281094,0.5698997115318182,Lost
12624,106,2,641.13,-0.6063185571806272,0.392136967129128,Lost
12625,212,2,2683.82,-0.1905343571484328,1.3490289751003957,At Risk
12626,23,9,6620.48,2.1611614553695286,0.7558160007348755,Champions
12627,11,7,4478.53,2.0387287939600585,0.08845082941460153,Champions
12628,4,3,786.46,0.9213030641596593,-1.3653368812536055,Loyal Customers
12630,10,2,1270.88,0.5873012142372425,-0.8015794164093786,Loyal Customers
12631,57,1,640.5,-0.7395512163800506,-0.15227610470183822,Lost
12633,59,4,2163.98,0.653545206455864,0.6637635551817164,At Risk
12635,90,2,1689.18,-0.08517279081420874,0.6415000925765384,At Risk
12637,67,8,6021.9,1.6229347832769965,1.3411604779615283,At Risk
12638,33,1,671.69,-0.5129397161753319,-0.4736212275704944,Loyal Customers
12639,239,1,486.1,-1.412892504877891,0.6479866835887205,Lost
12640,24,3,1174.58,0.49645517763368263,-0.1991695651240858,At Risk
12641,115,1,185.9,-1.589628360824816,-0.16142257450167666,Lost
12642,25,3,1013.26,0.41142580273018226,-0.22799603238435817,At Risk
12643,128,6,3344.64,0.8719475276967804,1.4366943012300701,At Risk
12644,130,1,477.91,-1.1895886583521034,0.2579606593762952,Lost
12645,34,4,1775.18,0.7655734437754179,0.2500265690354854,At Risk
12646,5,2,1346.97,0.8464890748724923,-1.1647410653007377,Loyal Customers
12647,22,12,3722.82,2.141623293747393,0.6202701825963656,Champions
12648,155,1,318.05,-1.449068214905687,0.22094703505608532,Lost
12649,107,3,623.51,-0.36284833788160353,0.4984522596318271,At Risk
12650,3,1,314.44,-0.054553575438724106,-2.105937308623142,Loyal Customers
12651,335,1,114.0,-2.2264730553417875,0.3362028227889455,Lost
12652,331,1,919.98,-1.2346247066442375,1.085429724915807,Lost
12653,149,2,2209.85,-0.1487138813092154,1.05605111688146,At Risk
12654,11,5,601.98,0.8268742747342679,-0.7515828066089283,Loyal Customers
12656,17,5,4051.17,1.5759855922796082,0.19850884578001698,Champions
12657,11,4,1643.18,1.1379637860709717,-0.4567382417822511,At Risk
12658,19,1,686.05,-0.30015352524087896,-0.8023626590318464,Loyal Customers
12659,30,1,91.68,-1.4182321921058236,-1.253221710492545,Loyal Customers
12660,11,1,245.1,-0.5921475684476577,-1.4997012061829031,Loyal Customers
12662,1,11,3849.78,3.018394204706651,-0.9467690456458513,Champions
12664,8,9,4881.88,2.3914189351987143,0.02316015019562463,Champions
12665,325,1,63.0,-2.4930283201127343,0.10386146720405696,Lost
12667,58,1,620.13,-0.7613959672315923,-0.153176341489861,Lost
12668,12,4,3807.15,1.5059403601409822,-0.10046142292508865,At Risk
12669,151,3,2744.0299999999997,0.20914925283693117,1.2537121339008577,At Risk
12670,10,5,2996.05,1.6210389125397622,-0.2234484906314444,Champions
12672,330,1,225.89999999999998,-1.898261159290636,0.5739051397747817,Lost
12673,5,2,610.52,0.4714134838216842,-1.452265361283564,Loyal Customers
12674,39,4,1970.6,0.764080740144946,0.3726573489066158,At Risk
12676,25,6,1331.39,1.0470965280862472,0.08627142130731504,At Risk
12678,42,12,17628.46,2.640345932815128,1.582568763596163,Champions
12679,59,4,1113.02,0.3382473687418874,0.42206350597393355,At Risk
12680,1,4,862.81,1.5171967456227236,-1.8268733192918822,Loyal Customers
12681,15,22,13787.54,3.4176001959230264,1.0856123517247451,Champions
12682,4,31,12288.22,4.106161461861954,0.43317645570112057,Champions
12683,4,15,8476.57,3.3029686518863652,0.03177592318319673,Champions
12684,8,7,2283.63,1.8291466613692973,-0.33887286209473244,Champions
12685,28,6,2863.08,1.3685178586008262,0.4338863513562659,At Risk
12686,372,1,89.14,-2.3819734023670245,0.31383430532929774,Lost
12688,114,1,4873.8099999999995,-0.03873820031981302,1.0194285772744196,At Risk
12689,26,2,1247.61,0.23541878723459955,-0.23898999879188532,At Risk
12690,206,1,389.01,-1.4618571237991558,0.47333904575682284,Lost
12691,28,6,1035.8,0.8863394637745076,0.0642595166103426,At Risk
12693,127,4,855.91,-0.07579498731610478,0.80699432386994,At Risk
12694,70,2,869.67,-0.3051104718448383,0.2428543121324449,At Risk
12695,7,4,582.1,0.8009787925829629,-1.0909033609393326,Loyal Customers
12697,29,3,957.59,0.32995632959257365,-0.15780333070199512,At Risk
12700,8,4,4939.99,1.7700341165531839,-0.23887057005385443,Champions
12701,80,2,797.71,-0.39639771558092146,0.29501730112357377,At Risk
12702,20,1,219.0,-0.8591873518473205,-1.185679736355046,Loyal Customers
12703,71,1,283.55,-1.2079232700194298,-0.31089433821794704,Lost
12704,7,8,2340.84,1.9924331016471706,-0.35929495728304167,Champions
12705,15,9,6868.29,2.3335324307231335,0.5121114176407684,Champions
12707,292,1,603.42,-1.386733515127741,0.8529945138169284,Lost
12708,30,10,2712.91,1.7263282584216006,0.6302485745497668,Champions
12709,15,15,9736.52,2.9242600014338183,0.8196329413352719,Champions
12710,97,3,1149.02,-0.03598502433723586,0.6589535616055219,At Risk
12712,29,13,4396.13,2.185997517414639,0.8776634205939318,Champions
12713,1,1,848.55,0.6804502927356807,-2.185003357940792,Loyal Customers
12714,9,5,4708.86,1.871962397844191,-0.1194427697631477,Champions
12715,106,1,353.86,-1.2545203178069435,0.02060291399603434,Lost
12716,4,2,1053.49,0.7996391034942403,-1.3696555832313897,Loyal Customers
12717,151,2,1030.98,-0.5153219260050488,0.7872953238217028,At Risk
12718,71,1,238.25,-1.2902075357817198,-0.37397155824573974,Lost
12719,5,2,644.95,0.4974058470520111,-1.4323402152142286,Loyal Customers
12720,3,25,5781.73,3.645878569089386,-0.062307249269345805,Champions
12721,32,6,2656.13,1.283553301909416,0.48852548484289315,At Risk
12722,85,4,997.63,0.14879521020623993,0.6105333378780987,At Risk
12723,4,5,725.07,1.2495577123050599,-1.2390669041167344,Loyal Customers
12724,5,4,1031.41,1.1820054188524471,-1.0654800018692543,Loyal Customers
12725,371,1,427.8,-1.6408509105975109,0.8794732913292636,Lost
12726,28,7,2609.1,1.4452414575252834,0.4514154055573996,At Risk
12727,11,7,3980.7,1.9828242292551364,0.04559567969937611,Champions
12728,71,4,836.33,0.13309357928718238,0.4337977539874603,At Risk
12729,114,1,453.01,-1.1651489651866191,0.15594806858961516,Lost
12731,24,12,18895.91,2.880523587524288,1.2639835163486843,Champions
12732,180,1,236.26000000000002,-1.6464196662736943,0.20744267786906043,Lost
12733,234,1,383.95,-1.5165321500309394,0.5490237598896714,Lost
12734,353,1,110.39999999999999,-2.261506671095895,0.35771971325801305,Lost
12735,315,2,779.5699999999999,-0.927474642053831,1.149737493156041,Lost
12736,333,1,234.0,-1.8850640368344367,0.5923851382934787,Lost
12738,372,1,155.35,-2.1206315462298613,0.5141729436986072,Lost
12739,78,2,1013.04,-0.2735730045795158,0.36599728478268534,At Risk
12740,64,1,427.6,-0.9744641264231622,-0.22673588915078025,Lost
12743,134,2,546.43,-0.7708553576690488,0.4814693598093527,Lost
12744,52,7,21279.29,2.210585341335236,1.5970491367553459,Champions
12747,2,11,4196.01,2.9043143318770808,-0.6583798479962337,Champions
12748,1,209,33719.73,6.637112315603601,0.9423161358648391,Champions
12749,4,5,4090.88,2.070081711205446,-0.6100721341294523,Champions
12750,129,1,275.88,-1.4466715204327325,0.05378387516155637,Lost
12752,81,1,4366.78,0.038382832737538876,0.7650460944374086,At Risk
12753,23,6,21429.39,2.395861271850208,1.046008895494292,Champions
12754,236,3,3010.74,0.08342170061009846,1.5690583634274944,At Risk
12755,281,2,3811.95,-0.13130077116426678,1.6545481274075273,At Risk
12756,87,1,112.07999999999998,-1.7225100933684974,-0.519355839291104,Lost
12757,16,13,7857.1,2.6785460290560756,0.7287549081831863,Champions
12758,117,2,2791.59,0.053823369367776756,0.9888925925191,At Risk
12759,52,3,1531.44,0.3351241306159491,0.3736723829516711,At Risk
12762,8,2,1898.52,0.8543194114908874,-0.7828983132717393,Loyal Customers
12763,138,2,494.08,-0.8297108428166097,0.4634178495705355,Lost
12764,317,1,1693.88,-0.9287293499337711,1.2799863230204864,Lost
12766,4,7,6989.63,2.58445436085789,-0.3047120100452704,Champions
12769,239,1,1143.6,-1.0074781683994531,0.958767961972462,Lost
12770,211,1,1351.45,-0.8808933287806742,0.9408161167664222,Lost
12772,60,1,892.47,-0.6016067910693571,0.00021508232349091807,Lost
12775,17,5,1386.04,1.0672463491889372,-0.19147892254870538,At Risk
12778,20,6,822.23,0.900221618140946,-0.2242890141712306,At Risk
12779,38,8,3981.36,1.6390598226508777,0.8381951571172255,Champions
12781,64,2,826.74,-0.2953665698465933,0.1684821684640182,At Risk
12782,5,5,2330.92,1.733576553584043,-0.6990288149836347,Champions
12783,2,6,2225.91,2.1160155458115035,-1.0960235622199666,Champions
12784,9,2,574.42,0.24734336680451707,-1.15052969496689,Loyal Customers
12785,364,1,311.95,-1.7830453068983023,0.75286180726744,Lost
12787,10,3,463.66,0.36969884744283255,-1.0573344549815424,Loyal Customers
12789,65,1,91.85,-1.7061170804449834,-0.7734521969673304,Lost
12790,192,1,324.92,-1.5202865427905952,0.3636363681040903,Lost
12791,374,1,192.60000000000002,-2.0212683170154064,0.5952993918383844,Lost
12792,257,1,400.53999999999996,-1.5321897389277657,0.6235727990587171,Lost
12793,335,2,545.48,-1.1201090842649337,1.0589534577226973,Lost
12794,53,2,860.41,-0.20560017902715835,0.06543809478783419,At Risk
12795,19,1,430.48,-0.5209003018605838,-0.9715820458766202,Loyal Customers
12797,366,1,254.03,-1.8822526945055973,0.6818769489388837,Lost
12798,10,3,6977.04,1.6553160484750649,-0.07180996485248012,Champions
12802,187,1,427.58,-1.3803169727248497,0.4466033866334048,Lost
12808,37,3,483.65000000000003,-0.08402204251031875,-0.2560323380158011,Loyal Customers
12809,178,1,489.31,-1.2977181414406647,0.4644498284691231,Lost
12811,261,3,514.85,-0.792194689180538,0.9907882212039102,Lost
12812,45,1,229.64000000000001,-1.1364011734443906,-0.6713573832584598,Lost
12814,102,1,125.92,-1.7278621111166057,-0.3775661041030304,Lost
12815,148,2,1063.46,-0.4929996566062336,0.7859293196318065,At Risk
12816,96,2,572.2,-0.6227121939166964,0.28862101257960526,Lost
12817,281,1,166.04,-1.9823800411675088,0.3609159231571401,Lost
12818,262,1,1542.08,-0.9006923644356088,1.1254561429199463,Lost
12820,3,4,942.34,1.2941265350736264,-1.3553707371509305,Loyal Customers
12821,214,1,92.72,-2.1529669298415572,-0.02130108620912758,Lost
12822,71,2,948.88,-0.2691359033492185,0.28339593737803687,At Risk
12823,75,5,1759.5,0.629998913670182,0.8084602519740264,At Risk
12824,60,1,397.12,-0.9852011860459567,-0.29383953223996295,Lost
12826,3,7,1474.72,1.9316189160677728,-1.0120003886479332,Champions
12827,6,3,430.15000000000003,0.5068918452463914,-1.371126740389639,Loyal Customers
12828,3,6,1018.71,1.6354295608326785,-1.1977668290750518,Champions
12829,337,2,293.0,-1.416549325117846,0.8372103271422875,Lost
12830,38,6,6814.64,1.666717745534238,0.9370989499954121,At Risk
12831,262,1,215.05,-1.8336395074987906,0.4102803839564849,Lost
12832,32,2,383.03,-0.40076849836846923,-0.5406676091906741,Loyal Customers
12833,145,1,417.38,-1.295134181185734,0.2775403754167251,Lost
12834,283,1,312.38,-1.6865113797155344,0.5942728255910781,Lost
12836,59,4,2612.86,0.7429555466747179,0.7323034595060385,At Risk
12837,173,1,134.1,-1.8985782633005992,-0.022416246382990494,Lost
12838,34,2,683.13,-0.14924335579357062,-0.2933128605438094,Loyal Customers
12839,3,14,5591.42,3.1324445005336328,-0.28582960241954203,Champions
12840,144,4,2726.77,0.4260202733916858,1.3072664678516186,At Risk
12841,5,25,4022.35,3.3188002465351776,0.06280225019747532,Champions
